"Ukazatel","IndicatorType","Takticko statistická klasifikace kriminality Police ČR","TSKKC","Území","Uz02","Roky","CasR","Hodnota"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2023","2023","12765"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Česko","CZ","2024","2024","12834"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2005","2005","9810"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2006","2006","8044"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2007","2007","6984"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2008","2008","7242"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2009","2009","6855"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2010","2010","6274"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2011","2011","6471"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2012","2012","6713"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2013","2013","7432"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2014","2014","7462"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2015","2015","7707"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2016","2016","7588"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2017","2017","6382"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2018","2018","6445"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2019","2019","6688"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2020","2020","4567"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2021","2021","2813"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2022","2022","3040"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2023","2023","2815"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Hlavní město Praha","CZ010","2024","2024","3280"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2005","2005","3248"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2006","2006","2849"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2007","2007","3446"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2008","2008","2636"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2009","2009","2939"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2010","2010","2659"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2011","2011","2837"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2012","2012","2895"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2013","2013","2723"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2014","2014","2474"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2015","2015","2592"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2016","2016","2204"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2017","2017","2129"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2018","2018","1981"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2019","2019","1913"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2020","2020","1510"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2021","2021","1050"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2022","2022","1049"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2023","2023","1186"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Středočeský kraj","CZ020","2024","2024","959"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2005","2005","2680"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2006","2006","2380"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2007","2007","1976"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2008","2008","1696"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2009","2009","1374"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2010","2010","1524"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2011","2011","1540"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2012","2012","1491"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2013","2013","1825"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2014","2014","2088"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2015","2015","1938"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2016","2016","1886"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2017","2017","1911"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2018","2018","1657"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2019","2019","1448"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2020","2020","1089"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2021","2021","870"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2022","2022","919"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2023","2023","761"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Jihočeský kraj","CZ031","2024","2024","747"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2005","2005","1836"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2006","2006","1638"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2007","2007","1730"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2008","2008","1358"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2009","2009","1247"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2010","2010","1180"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2011","2011","1202"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2012","2012","1012"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2013","2013","1063"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2014","2014","981"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2015","2015","1087"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2016","2016","1144"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2017","2017","1275"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2018","2018","1150"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2019","2019","1145"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2020","2020","823"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2021","2021","726"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2022","2022","866"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2023","2023","651"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Plzeňský kraj","CZ032","2024","2024","594"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2005","2005","1234"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2006","2006","1174"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2007","2007","1177"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2008","2008","840"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2009","2009","768"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2010","2010","727"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2011","2011","618"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2012","2012","638"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2013","2013","703"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2014","2014","805"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2015","2015","748"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2016","2016","567"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2017","2017","510"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2018","2018","572"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2019","2019","634"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2020","2020","400"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2021","2021","310"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2022","2022","567"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2023","2023","352"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Karlovarský kraj","CZ041","2024","2024","291"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Ústecký kraj","CZ042","2005","2005","4789"
"Počet registrovaných skutků","6068","Hospodářská kriminalita","800-899","Ústecký kraj","CZ042","2006","2006","4398"
