"Ukazatel","IndicatorType","Takticko statistická klasifikace kriminality Police ČR","TSKKC","Území","Uz02","Roky","CasR","Hodnota"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2015","2015","1785"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2016","2016","1638"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2017","2017","1525"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2018","2018","1371"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2019","2019","1644"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2020","2020","1226"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2021","2021","1167"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2022","2022","1322"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2023","2023","1540"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Olomoucký kraj","CZ071","2024","2024","1413"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2005","2005","1593"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2006","2006","1466"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2007","2007","1513"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2008","2008","1474"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2009","2009","1431"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2010","2010","1416"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2011","2011","1588"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2012","2012","1454"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2013","2013","1593"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2014","2014","1701"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2015","2015","1208"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2016","2016","1253"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2017","2017","1047"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2018","2018","898"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2019","2019","952"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2020","2020","950"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2021","2021","668"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2022","2022","930"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2023","2023","1122"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Zlínský kraj","CZ072","2024","2024","1079"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2005","2005","5533"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2006","2006","5620"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2007","2007","5075"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2008","2008","5003"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2009","2009","5464"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2010","2010","5203"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2011","2011","5293"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2012","2012","5722"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2013","2013","6551"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2014","2014","6118"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2015","2015","5022"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2016","2016","4465"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2017","2017","4245"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2018","2018","4147"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2019","2019","4403"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2020","2020","3825"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2021","2021","3726"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2022","2022","4904"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2023","2023","5142"
"Počet objasněných skutků","6065","Majetková kriminalita","300-599","Moravskoslezský kraj","CZ080","2024","2024","4818"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2000","2000","19842"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2001","2001","19386"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2002","2002","22364"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2003","2003","23183"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2004","2004","23894"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2005","2005","24692"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2006","2006","20878"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2007","2007","18795"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2008","2008","18861"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2009","2009","19190"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2010","2010","25437"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2011","2011","27787"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2012","2012","27140"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2013","2013","30316"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2014","2014","29729"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2015","2015","27340"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2016","2016","26058"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2017","2017","25635"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2018","2018","26703"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2019","2019","27354"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2020","2020","25013"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2021","2021","24780"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2022","2022","27874"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2023","2023","28357"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Česko","CZ","2024","2024","26803"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2005","2005","4648"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2006","2006","3824"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2007","2007","4066"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2008","2008","3519"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2009","2009","3414"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2010","2010","3659"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2011","2011","4704"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2012","2012","4936"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2013","2013","5782"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2014","2014","5837"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2015","2015","6017"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2016","2016","5234"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2017","2017","4532"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2018","2018","4858"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2019","2019","4564"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2020","2020","3997"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2021","2021","4395"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2022","2022","4990"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2023","2023","5035"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Hlavní město Praha","CZ010","2024","2024","5014"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2005","2005","2120"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2006","2006","1943"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2007","2007","2286"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2008","2008","2511"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2009","2009","2804"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2010","2010","3407"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2011","2011","3589"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2012","2012","3526"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2013","2013","3855"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2014","2014","3755"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2015","2015","3046"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2016","2016","2918"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2017","2017","2943"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2018","2018","2971"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2019","2019","3306"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2020","2020","3049"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2021","2021","3085"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2022","2022","3311"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2023","2023","3561"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Středočeský kraj","CZ020","2024","2024","3383"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2005","2005","1297"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2006","2006","1140"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2007","2007","1122"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2008","2008","1449"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2009","2009","1406"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2010","2010","1478"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2011","2011","1421"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2012","2012","1450"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2013","2013","1564"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2014","2014","1651"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2015","2015","1539"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2016","2016","1292"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2017","2017","1160"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2018","2018","1333"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2019","2019","1451"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2020","2020","1351"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2021","2021","1368"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2022","2022","1574"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2023","2023","1540"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Jihočeský kraj","CZ031","2024","2024","1500"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2005","2005","1416"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2006","2006","1121"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2007","2007","816"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2008","2008","726"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2009","2009","639"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2010","2010","1188"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2011","2011","1418"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2012","2012","1454"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2013","2013","1719"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2014","2014","1572"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2015","2015","1283"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2016","2016","1331"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2017","2017","1387"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2018","2018","1428"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2019","2019","1478"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2020","2020","1417"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2021","2021","1322"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2022","2022","1510"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2023","2023","1594"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Plzeňský kraj","CZ032","2024","2024","1396"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2005","2005","1102"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2006","2006","863"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2007","2007","655"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2008","2008","664"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2009","2009","811"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2010","2010","1052"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2011","2011","1168"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2012","2012","1037"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2013","2013","1246"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2014","2014","1004"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2015","2015","854"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2016","2016","822"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2017","2017","850"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2018","2018","861"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2019","2019","1008"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2020","2020","896"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2021","2021","707"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2022","2022","794"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2023","2023","827"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Karlovarský kraj","CZ041","2024","2024","738"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2005","2005","2567"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2006","2006","2235"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2007","2007","1734"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2008","2008","1632"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2009","2009","1539"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2010","2010","2998"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2011","2011","3130"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2012","2012","2791"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2013","2013","3059"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2014","2014","2853"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2015","2015","2792"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2016","2016","2559"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2017","2017","2670"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2018","2018","2763"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2019","2019","2835"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2020","2020","2598"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2021","2021","2664"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2022","2022","2796"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2023","2023","2875"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Ústecký kraj","CZ042","2024","2024","2780"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2005","2005","1636"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2006","2006","1298"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2007","2007","895"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2008","2008","960"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2009","2009","1008"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2010","2010","1452"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2011","2011","1320"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2012","2012","1274"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2013","2013","1422"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2014","2014","1381"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2015","2015","1236"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2016","2016","1061"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2017","2017","1222"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2018","2018","1276"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2019","2019","1325"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2020","2020","1322"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2021","2021","1256"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2022","2022","1328"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2023","2023","1321"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Liberecký kraj","CZ051","2024","2024","1222"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2005","2005","1048"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2006","2006","881"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2007","2007","693"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2008","2008","690"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2009","2009","799"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2010","2010","1115"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2011","2011","1031"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2012","2012","1113"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2013","2013","1229"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2014","2014","1174"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2015","2015","1126"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2016","2016","1056"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2017","2017","1147"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2018","2018","1215"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2019","2019","1251"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2020","2020","1068"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2021","2021","1065"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2022","2022","1228"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2023","2023","1199"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Královéhradecký kraj","CZ052","2024","2024","1087"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2005","2005","735"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2006","2006","590"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2007","2007","491"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2008","2008","507"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2009","2009","566"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2010","2010","711"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2011","2011","904"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2012","2012","791"
"Počet registrovaných skutků","6068","Ostatní obecná kriminalita","600-699","Pardubický kraj","CZ053","2013","2013","890"
